"","room","userID","message","time","batch","round","X_id","createdAt","updatedAt"
"2951","C","L6q6lE4NZ5v0pO8HAAAT","An award winning pen for modern times.",71.819,1535151954966,0,"uPVfQ4vLO6NWfYC0","2018-08-24T23:16:35.857Z","2018-08-24T23:16:35.857Z"
"2952","C","oBBQiDse8UCbB445AAAL","The minimalist pen for the modern workplace",47.926,1535151954966,0,"uWW44WiyyK6J9TLO","2018-08-24T23:16:11.965Z","2018-08-24T23:16:11.965Z"
"2953","B","G4R2auqHKOHtCpuRAAAE","You will never want to put it down",262.968,1535151954966,0,"yCnhN6kfv0dqTqk3","2018-08-24T23:19:47.007Z","2018-08-24T23:19:47.007Z"
"2954","B","oHTpHjFEzOkk4Z4nAAAC","Simplistic Quality. ",267.013,1535151954966,1,"zxssZpWVcIicYmmC","2018-08-24T23:32:12.513Z","2018-08-24T23:32:12.513Z"
"2955","A","r_vJrYre08Qai4WbAAAK","hello",46.721,1535391659879,2,"0g7FkGayjZUQ8l1U","2018-08-27T18:13:00.051Z","2018-08-27T18:13:00.051Z"
"2956","B","r_vJrYre08Qai4WbAAAK","Okay so it's a A minimalist fountain pen with a magnetic self-aligning cap made from titanium or aluminium.",60.599,1535391659879,0,"1L0sx2WfDvugSyVm","2018-08-27T17:51:10.821Z","2018-08-27T17:51:10.821Z"
"2957","B","FJr8pLljZ5b5xhSdAAAQ","its time to reinvent the pen",383.001,1535391659879,0,"1ftzsbyclqCGmdlv","2018-08-27T17:56:33.223Z","2018-08-27T17:56:33.223Z"
"2958","B","rQiw6ri7_77qf85iAAAO","We do.  That would bring it to 28 characters.",379.098,1535391659879,1,"20Q5JZBYCR7CBGl1","2018-08-27T18:07:34.686Z","2018-08-27T18:07:34.686Z"
"2959","A","4O0YLJX95RK9q9gqAAAJ","hi",67.749,1535391659879,0,"2idVXKi9GASUZWNP","2018-08-27T17:51:17.971Z","2018-08-27T17:51:17.971Z"
"2960","A","4O0YLJX95RK9q9gqAAAJ","anyone else in the room?",203.515,1535391659879,1,"2qVvaUymu3LEb6bJ","2018-08-27T18:04:39.102Z","2018-08-27T18:04:39.102Z"
"2961","C","5M4jQG7vSIAIwUSHAAAP","! Ready with simplicity",522.104,1535391659879,1,"3Jsev9dVme7bpeoG","2018-08-27T18:09:57.692Z","2018-08-27T18:09:57.692Z"
"2962","C","rQiw6ri7_77qf85iAAAO","We can go with the classic pen",564.464,1535391659879,0,"3xyNbq6lfRgJckSq","2018-08-27T17:59:34.685Z","2018-08-27T17:59:34.685Z"
"2963","B","L94fYKPARulynnAYAAAH","me too",137.079,1535391659879,0,"4226LNcHaOIwdVCF","2018-08-27T17:52:27.301Z","2018-08-27T17:52:27.301Z"
"2964","C","rQiw6ri7_77qf85iAAAO","Elegance goes back to basics",204.548,1535391659879,0,"4NdrpTJKshowymif","2018-08-27T17:53:34.770Z","2018-08-27T17:53:34.770Z"
"2965","B","UnBFJ1ydHTbeWKbDAAAX","! Keep your world ""orgadryzed""",509.58,1535391659879,1,"4eHbx0tGpwj9fmOS","2018-08-27T18:09:45.168Z","2018-08-27T18:09:45.168Z"
"2966","A","4O0YLJX95RK9q9gqAAAJ","I think the ad should maybe refer to how simplistic it is, yet is a high-quality product",211.272,1535391659879,0,"4kiuFWQ3LyOXekA8","2018-08-27T17:53:41.500Z","2018-08-27T17:53:41.500Z"
"2967","A","r_vJrYre08Qai4WbAAAK","Sounds good",144.026,1535391659879,2,"4uaWBZKJkGMhtii8","2018-08-27T18:14:37.356Z","2018-08-27T18:14:37.356Z"
"2968","B","5M4jQG7vSIAIwUSHAAAP","hi!",20.712,1535391659879,2,"5AeMrZnqTgc9Zcbl","2018-08-27T18:12:34.042Z","2018-08-27T18:12:34.042Z"
"2969","B","L94fYKPARulynnAYAAAH","Embrace your fun,function, and convenience ",497.115,1535391659879,0,"5W7hjjfdq84KlP6u","2018-08-27T17:58:27.337Z","2018-08-27T17:58:27.337Z"
"2970","B","rQiw6ri7_77qf85iAAAO","Any ideas?",322.576,1535391659879,2,"5tf1jk5dNfDk4KOc","2018-08-27T18:17:35.906Z","2018-08-27T18:17:35.906Z"
"2971","B","FJr8pLljZ5b5xhSdAAAQ","30 characters is really short",266.739,1535391659879,0,"5xe8Dv1HWfdDa74z","2018-08-27T17:54:36.961Z","2018-08-27T17:54:36.961Z"
"2972","B","UnBFJ1ydHTbeWKbDAAAX","as long as we have the characters",286.577,1535391659879,1,"67mOWGoRNfwEOtYw","2018-08-27T18:06:02.165Z","2018-08-27T18:06:02.165Z"
"2973","B","L94fYKPARulynnAYAAAH","4 minutesleft",361.384,1535391659879,0,"6CDgIT54vCzJEnQr","2018-08-27T17:56:11.605Z","2018-08-27T17:56:11.605Z"
"2974","A","4O0YLJX95RK9q9gqAAAJ","That's one fancy pen",145.61,1535391659879,0,"6sFu6VJg76Nv8XaC","2018-08-27T17:52:35.832Z","2018-08-27T17:52:35.832Z"
"2975","A","4O0YLJX95RK9q9gqAAAJ","Timeless design, Time to LIV",242.971,1535391659879,2,"7SjOlLP0A2QHu5yn","2018-08-27T18:16:16.301Z","2018-08-27T18:16:16.301Z"
"2976","A","4O0YLJX95RK9q9gqAAAJ","That's 7 characters too long though",356.544,1535391659879,0,"8XeAOaHo7N4vT32t","2018-08-27T17:56:06.765Z","2018-08-27T17:56:06.765Z"
"2977","A","22BNRS48OngdoZYJAAAF","Ohh Liv Timelessly is good",349.007,1535391659879,2,"9616KA0oFJXoMp9R","2018-08-27T18:18:02.337Z","2018-08-27T18:18:02.337Z"
"2978","A","4O0YLJX95RK9q9gqAAAJ","I think it was without* the luxury price?",260.44,1535391659879,0,"9LnxUQJD08ps2IVE","2018-08-27T17:54:30.661Z","2018-08-27T17:54:30.661Z"
"2979","A","5M4jQG7vSIAIwUSHAAAP","hi",72.363,1535391659879,0,"9iiL061xcMD9Q1j2","2018-08-27T17:51:22.584Z","2018-08-27T17:51:22.584Z"
"2980","C","FJr8pLljZ5b5xhSdAAAQ","!projka: ready with simplicity",504.663,1535391659879,1,"ARg6acZrn8DilDDw","2018-08-27T18:09:40.250Z","2018-08-27T18:09:40.250Z"
"2981","B","FJr8pLljZ5b5xhSdAAAQ","still reading the details",131.935,1535391659879,0,"Bvn2ZaMtyUAxUc6r","2018-08-27T17:52:22.157Z","2018-08-27T17:52:22.157Z"
"2982","B","5M4jQG7vSIAIwUSHAAAP","thinking",341.749,1535391659879,2,"DddLxTPZQp9BBxi6","2018-08-27T18:17:55.078Z","2018-08-27T18:17:55.078Z"
"2983","B","UnBFJ1ydHTbeWKbDAAAX","me too",178.295,1535391659879,1,"Dw94L813PDGuqCOW","2018-08-27T18:04:13.883Z","2018-08-27T18:04:13.883Z"
"2984","B","rQiw6ri7_77qf85iAAAO","we need to put the brand name in there",562.139,1535391659879,2,"EZSV9kreV6p4QoKG","2018-08-27T18:21:35.469Z","2018-08-27T18:21:35.469Z"
"2985","A","4O0YLJX95RK9q9gqAAAJ","that works",134.538,1535391659879,2,"EeCOl9Hxl5dAhgve","2018-08-27T18:14:27.867Z","2018-08-27T18:14:27.867Z"
"2986","B","rQiw6ri7_77qf85iAAAO","A must have travel accessory",153.829,1535391659879,1,"EhZ8HUBmWfT8YKTs","2018-08-27T18:03:49.417Z","2018-08-27T18:03:49.417Z"
"2987","C","rQiw6ri7_77qf85iAAAO","Same here",422.455,1535391659879,0,"FVBiMCXoRb9AAx1L","2018-08-27T17:57:12.677Z","2018-08-27T17:57:12.677Z"
"2988","B","rQiw6ri7_77qf85iAAAO","!LIV Improves the Classic Watch",576.149,1535391659879,2,"FZCrQRQymNKu9ps9","2018-08-27T18:21:49.478Z","2018-08-27T18:21:49.478Z"
"2989","A","r_vJrYre08Qai4WbAAAK","LIV Timelessly ",316.127,1535391659879,2,"FhTFdM09P31aob9L","2018-08-27T18:17:29.456Z","2018-08-27T18:17:29.456Z"
"2990","B","5M4jQG7vSIAIwUSHAAAP","ok",409.546,1535391659879,2,"Fmjv4ady5PJoiH2R","2018-08-27T18:19:02.875Z","2018-08-27T18:19:02.875Z"
"2991","B","rQiw6ri7_77qf85iAAAO","lol.  I kind of like that.",173.666,1535391659879,1,"FoW5SoudinzGmtkB","2018-08-27T18:04:09.254Z","2018-08-27T18:04:09.254Z"
"2992","A","4O0YLJX95RK9q9gqAAAJ","but everything i think of is too many characters",212.063,1535391659879,2,"GzGJ9g6op7EvG1es","2018-08-27T18:15:45.394Z","2018-08-27T18:15:45.394Z"
"2993","B","L94fYKPARulynnAYAAAH","3 minutes",441.022,1535391659879,0,"GzzB3VNevNSvC1Xj","2018-08-27T17:57:31.243Z","2018-08-27T17:57:31.243Z"
"2994","B","FJr8pLljZ5b5xhSdAAAQ","it seems to combine convenience, function, and ""fun"" (in the way of fidgeting)",188.644,1535391659879,0,"HiSSMLl2kyngOFzZ","2018-08-27T17:53:18.866Z","2018-08-27T17:53:18.866Z"
"2995","A","4O0YLJX95RK9q9gqAAAJ","I'll submit that then?",493.504,1535391659879,0,"I9ncN5g3hgFh6YOl","2018-08-27T17:58:23.726Z","2018-08-27T17:58:23.726Z"
"2996","B","rQiw6ri7_77qf85iAAAO","I'm not sure.",241.827,1535391659879,1,"IRdojB01h8LO5Ath","2018-08-27T18:05:17.414Z","2018-08-27T18:05:17.414Z"
"2997","A","UnBFJ1ydHTbeWKbDAAAX","I was thinking the same thing",213.98,1535391659879,0,"JWM7hbdiO93ZSvA5","2018-08-27T17:53:44.201Z","2018-08-27T17:53:44.201Z"
"2998","A","5M4jQG7vSIAIwUSHAAAP","Its good",437.614,1535391659879,0,"JWqaY3DJIMq2Bwkf","2018-08-27T17:57:27.836Z","2018-08-27T17:57:27.836Z"
"2999","C","FJr8pLljZ5b5xhSdAAAQ","combines our two ideas?",335.614,1535391659879,1,"Jl9jKCdhhuJOSJhd","2018-08-27T18:06:51.201Z","2018-08-27T18:06:51.201Z"
"3000","B","r_vJrYre08Qai4WbAAAK","any ideas?",64.679,1535391659879,0,"K5XTBC5jZMINip2Y","2018-08-27T17:51:14.901Z","2018-08-27T17:51:14.901Z"
"3001","A","r_vJrYre08Qai4WbAAAK","! LIV Timelessly",525.572,1535391659879,2,"KHvN5ymPr2vEqU3h","2018-08-27T18:20:58.901Z","2018-08-27T18:20:58.901Z"
"3002","B","rQiw6ri7_77qf85iAAAO","This is a tough one",83.849,1535391659879,1,"Klqqv1xhUTqoTRJy","2018-08-27T18:02:39.437Z","2018-08-27T18:02:39.437Z"
"3003","C","22BNRS48OngdoZYJAAAF","trying to think of something other organize related phrase lol",304.173,1535391659879,1,"Km6HKJZH0286Ob3V","2018-08-27T18:06:19.761Z","2018-08-27T18:06:19.761Z"
"3004","C","rQiw6ri7_77qf85iAAAO","I'm ok with any of them.",557.361,1535391659879,0,"KuGDvns8BFptqLeZ","2018-08-27T17:59:27.583Z","2018-08-27T17:59:27.583Z"
"3005","B","rQiw6ri7_77qf85iAAAO","hi",110.951,1535391659879,2,"LKB2BHhGxhTGKxE8","2018-08-27T18:14:04.280Z","2018-08-27T18:14:04.280Z"
"3006","A","22BNRS48OngdoZYJAAAF","yeah I think so",428.27,1535391659879,2,"LWKFKy2JkCW8lTtr","2018-08-27T18:19:21.600Z","2018-08-27T18:19:21.600Z"
"3007","C","22BNRS48OngdoZYJAAAF","hello",28.039,1535391659879,1,"LgcVZ21pvsalKswH","2018-08-27T18:01:43.627Z","2018-08-27T18:01:43.627Z"
"3008","B","UnBFJ1ydHTbeWKbDAAAX","it's different",201.574,1535391659879,1,"MN1rQORBt6LKKtmI","2018-08-27T18:04:37.162Z","2018-08-27T18:04:37.162Z"
"3009","C","rQiw6ri7_77qf85iAAAO","!A classic pen~modernized",581.326,1535391659879,0,"O33uqEuLwRKTWVcT","2018-08-27T17:59:51.547Z","2018-08-27T17:59:51.547Z"
"3010","B","rQiw6ri7_77qf85iAAAO","The Next Generation of Watches",358.836,1535391659879,2,"O6bLHfwBZdREH2RD","2018-08-27T18:18:12.165Z","2018-08-27T18:18:12.165Z"
"3011","C","rQiw6ri7_77qf85iAAAO","A classic approach to writing",96.578,1535391659879,0,"OS5frnLvG8xTVVvs","2018-08-27T17:51:46.800Z","2018-08-27T17:51:46.800Z"
"3012","A","UnBFJ1ydHTbeWKbDAAAX","! A luxury pen. No luxury price",533.67,1535391659879,0,"OW1cPWKfR6MZLlR6","2018-08-27T17:59:03.892Z","2018-08-27T17:59:03.892Z"
"3013","B","FJr8pLljZ5b5xhSdAAAQ","Embrace fun with FJr8pLljZ5b5xhSdAAAQ ",566.815,1535391659879,0,"OqFY2SL7K1sT6c5U","2018-08-27T17:59:37.037Z","2018-08-27T17:59:37.037Z"
"3014","B","UnBFJ1ydHTbeWKbDAAAX","yeah it is",110.667,1535391659879,1,"OwgyVmR8P2BRjKrx","2018-08-27T18:03:06.257Z","2018-08-27T18:03:06.257Z"
"3015","C","22BNRS48OngdoZYJAAAF","projka: Ready for whatever",102.85,1535391659879,1,"PN7wNTtVGCOnglda","2018-08-27T18:02:58.438Z","2018-08-27T18:02:58.438Z"
"3016","A","4O0YLJX95RK9q9gqAAAJ","lets go with that",388.768,1535391659879,2,"QFYaQjATlg0aR2Dh","2018-08-27T18:18:42.097Z","2018-08-27T18:18:42.097Z"
"3017","B","rQiw6ri7_77qf85iAAAO","Quality~Innovative~Affordable~LIV",272.34,1535391659879,2,"RQKT29LseSskgx5t","2018-08-27T18:16:45.669Z","2018-08-27T18:16:45.669Z"
"3018","B","rQiw6ri7_77qf85iAAAO","Maybe we should put quotes around ""orgadryzed""",256.408,1535391659879,1,"RRgw4NTBRnD7PJ7W","2018-08-27T18:05:31.995Z","2018-08-27T18:05:31.995Z"
"3019","A","4O0YLJX95RK9q9gqAAAJ","But that works, ""A luxury pen without the luxury price.""",322.317,1535391659879,0,"Sh9X659dVkpkrSrh","2018-08-27T17:55:32.538Z","2018-08-27T17:55:32.538Z"
"3020","B","5M4jQG7vSIAIwUSHAAAP","!  Improves the Classic Watch",518.528,1535391659879,2,"Sm6iNs50wewXdUNp","2018-08-27T18:20:51.858Z","2018-08-27T18:20:51.858Z"
"3021","C","FJr8pLljZ5b5xhSdAAAQ","LIV: Keep track of time boldly",92.844,1535391659879,2,"SmvCTh55iUkQDTIC","2018-08-27T18:13:46.173Z","2018-08-27T18:13:46.173Z"
"3022","B","r_vJrYre08Qai4WbAAAK","Keep your world orgadryzed ",161.683,1535391659879,1,"TLHlSpuTENEsGlBO","2018-08-27T18:03:57.271Z","2018-08-27T18:03:57.271Z"
"3023","C","FJr8pLljZ5b5xhSdAAAQ","let's go with that, unless you have other suggestions?",222.237,1535391659879,2,"U39GJVtRJLvSczNR","2018-08-27T18:15:55.567Z","2018-08-27T18:15:55.567Z"
"3024","A","4O0YLJX95RK9q9gqAAAJ","hi all",37.116,1535391659879,2,"U3lA8jiYqD6z9odX","2018-08-27T18:12:50.445Z","2018-08-27T18:12:50.445Z"
"3025","A","4O0YLJX95RK9q9gqAAAJ","! Carry what you need. Simply.",533.33,1535391659879,1,"U9kP8c6fjBMmmLlc","2018-08-27T18:10:08.917Z","2018-08-27T18:10:08.917Z"
"3026","B","FJr8pLljZ5b5xhSdAAAQ","Embrace fun with FJr8pLljZ5b5xhSdAAAQ ",533.679,1535391659879,0,"UtWJBHnp7djw8jFD","2018-08-27T17:59:03.900Z","2018-08-27T17:59:03.900Z"
"3027","B","r_vJrYre08Qai4WbAAAK","Do we have to wait for the timer to submit?",234.778,1535391659879,1,"VhGglTetgcW3MSNl","2018-08-27T18:05:10.366Z","2018-08-27T18:05:10.366Z"
"3028","A","UnBFJ1ydHTbeWKbDAAAX","Hello.  Going to look at the link",76.143,1535391659879,0,"VqT5bCNTpxPOQ6Nb","2018-08-27T17:51:26.365Z","2018-08-27T17:51:26.365Z"
"3029","C","FJr8pLljZ5b5xhSdAAAQ","projka: ready with simplicity",329.166,1535391659879,1,"VzGYvO1XTsNDrLxc","2018-08-27T18:06:44.754Z","2018-08-27T18:06:44.754Z"
"3030","A","4O0YLJX95RK9q9gqAAAJ","both of those are good!",331.614,1535391659879,2,"WMLqRehs8Ns6uedh","2018-08-27T18:17:44.944Z","2018-08-27T18:17:44.944Z"
"3031","A","22BNRS48OngdoZYJAAAF","Time to LIV ?",120.079,1535391659879,2,"WYCqanJZvjng5OA1","2018-08-27T18:14:13.409Z","2018-08-27T18:14:13.409Z"
"3032","A","UnBFJ1ydHTbeWKbDAAAX","that could work.  Anybody have any other ideas?",407.111,1535391659879,0,"WmDZVCVltnbeq1n8","2018-08-27T17:56:57.333Z","2018-08-27T17:56:57.333Z"
"3033","A","4O0YLJX95RK9q9gqAAAJ","Maybe ""A luxury pen. No luxury price.""",380.254,1535391659879,0,"YEyJCp1toKhW0o8y","2018-08-27T17:56:30.476Z","2018-08-27T17:56:30.476Z"
"3034","C","UnBFJ1ydHTbeWKbDAAAX","I like it.",138.521,1535391659879,2,"YHinAedTSZ1dl02h","2018-08-27T18:14:31.850Z","2018-08-27T18:14:31.850Z"
"3035","B","rQiw6ri7_77qf85iAAAO","LIV Improves the Classic Watch",422.904,1535391659879,2,"YMypTiNA226UTQDF","2018-08-27T18:19:16.234Z","2018-08-27T18:19:16.234Z"
"3036","A","22BNRS48OngdoZYJAAAF","yeah same here",229.703,1535391659879,2,"Z36Cwrgqya4M8E8y","2018-08-27T18:16:03.033Z","2018-08-27T18:16:03.033Z"
"3037","A","22BNRS48OngdoZYJAAAF","agreed",405.857,1535391659879,2,"ZEAxozdNJkBrLbaL","2018-08-27T18:18:59.187Z","2018-08-27T18:18:59.187Z"
"3038","A","UnBFJ1ydHTbeWKbDAAAX","You're right.  Sorry",323.246,1535391659879,0,"ZSuh4iWBhgMStFzc","2018-08-27T17:55:33.468Z","2018-08-27T17:55:33.468Z"
"3039","B","5M4jQG7vSIAIwUSHAAAP","yes",478.449,1535391659879,2,"ZYe4lsDClzxHnDIR","2018-08-27T18:20:11.779Z","2018-08-27T18:20:11.779Z"
"3040","A","22BNRS48OngdoZYJAAAF","hey!",42.699,1535391659879,2,"ahpcAsJw3Q5F8ozI","2018-08-27T18:12:56.028Z","2018-08-27T18:12:56.028Z"
"3041","A","22BNRS48OngdoZYJAAAF","That's the only thing I could think of haha",149.686,1535391659879,2,"aiP2ZBmCM82AUifi","2018-08-27T18:14:43.017Z","2018-08-27T18:14:43.017Z"
"3042","C","5M4jQG7vSIAIwUSHAAAP","hi",20.722,1535391659879,1,"cLUEftbpVcvzHL2h","2018-08-27T18:01:36.310Z","2018-08-27T18:01:36.310Z"
"3043","B","rQiw6ri7_77qf85iAAAO","yep",210.932,1535391659879,1,"ca1iV9Iv6oJftCsD","2018-08-27T18:04:46.519Z","2018-08-27T18:04:46.519Z"
"3044","C","22BNRS48OngdoZYJAAAF","heehee good job",518.649,1535391659879,1,"eGFmm9BCuuHswRUV","2018-08-27T18:09:54.237Z","2018-08-27T18:09:54.237Z"
"3045","C","22BNRS48OngdoZYJAAAF","Trying to think of something else that says old but new lol",398.528,1535391659879,0,"eauk0YeEjPCuunzo","2018-08-27T17:56:48.750Z","2018-08-27T17:56:48.750Z"
"3046","A","UnBFJ1ydHTbeWKbDAAAX","There was something in the video about a luxury pen with the luxury price.  I really like that",243.73,1535391659879,0,"fzDzTm5MI4yp9ODP","2018-08-27T17:54:13.951Z","2018-08-27T17:54:13.951Z"
"3047","A","4O0YLJX95RK9q9gqAAAJ","we could also reference something about the classic swiss quality",152.966,1535391659879,2,"i2twnHdtcwDIhtOd","2018-08-27T18:14:46.295Z","2018-08-27T18:14:46.295Z"
"3048","C","rQiw6ri7_77qf85iAAAO","It is",481.86,1535391659879,0,"iV6e1bTAOSM2hm8a","2018-08-27T17:58:12.081Z","2018-08-27T17:58:12.081Z"
"3049","B","r_vJrYre08Qai4WbAAAK","I got nothing but I like both equally",467.199,1535391659879,0,"ieQFUq1HCahMEDGt","2018-08-27T17:57:57.421Z","2018-08-27T17:57:57.421Z"
"3050","C","rQiw6ri7_77qf85iAAAO","A classic pen~modernized",370.768,1535391659879,0,"jpSIMqgbVgc8OEbA","2018-08-27T17:56:20.989Z","2018-08-27T17:56:20.989Z"
"3051","B","rQiw6ri7_77qf85iAAAO","!LIV Improves the Classic Watch",482.685,1535391659879,2,"kav39EpT2dnCBYDZ","2018-08-27T18:20:16.014Z","2018-08-27T18:20:16.014Z"
"3052","C","rQiw6ri7_77qf85iAAAO","Which one do ya'll like?",492.551,1535391659879,0,"l690HlbDLIkOrRWr","2018-08-27T17:58:22.772Z","2018-08-27T17:58:22.772Z"
"3053","A","4O0YLJX95RK9q9gqAAAJ","thanks all",595.017,1535391659879,0,"lbflr9q4yeCX1r9q","2018-08-27T18:00:05.238Z","2018-08-27T18:00:05.238Z"
"3054","C","FJr8pLljZ5b5xhSdAAAQ","!LIV: Time to go bold",502.594,1535391659879,2,"li2BXFwJZtAYRZQ4","2018-08-27T18:20:35.923Z","2018-08-27T18:20:35.923Z"
"3055","C","UnBFJ1ydHTbeWKbDAAAX","Yes.  I like the second one better.",202.864,1535391659879,2,"mR4acVlooTIhwmUO","2018-08-27T18:15:36.194Z","2018-08-27T18:15:36.194Z"
"3056","C","FJr8pLljZ5b5xhSdAAAQ","projka: ready with simplicity!",494.746,1535391659879,1,"mpIejFo8ZmoBoCFr","2018-08-27T18:09:30.334Z","2018-08-27T18:09:30.334Z"
"3057","B","5M4jQG7vSIAIwUSHAAAP","I think this one is better",443.865,1535391659879,2,"ngqCtDOnLPxMEEP5","2018-08-27T18:19:37.195Z","2018-08-27T18:19:37.195Z"
"3058","A","r_vJrYre08Qai4WbAAAK","okay, do we have to wait for the timer? ",411.381,1535391659879,2,"nidsCGntF810rETQ","2018-08-27T18:19:04.711Z","2018-08-27T18:19:04.711Z"
"3059","B","UnBFJ1ydHTbeWKbDAAAX","I'm not sure either buy I think so",253.89,1535391659879,1,"nzf6gVdpIAOEfyhd","2018-08-27T18:05:29.477Z","2018-08-27T18:05:29.477Z"
"3060","B","r_vJrYre08Qai4WbAAAK","lol",162.438,1535391659879,1,"o17SXVhkryWKge76","2018-08-27T18:03:58.026Z","2018-08-27T18:03:58.026Z"
"3061","B","L94fYKPARulynnAYAAAH","ok what do you got?",323.983,1535391659879,0,"oFgJfmrUbL8ME87b","2018-08-27T17:55:34.204Z","2018-08-27T17:55:34.204Z"
"3062","B","rQiw6ri7_77qf85iAAAO","Is that the one you want to go with?",458.742,1535391659879,2,"oGjAkKV1vhWkL0IX","2018-08-27T18:19:52.072Z","2018-08-27T18:19:52.072Z"
"3063","A","4O0YLJX95RK9q9gqAAAJ","probably",422.242,1535391659879,2,"ohu2BEdSyyvRSP3a","2018-08-27T18:19:15.573Z","2018-08-27T18:19:15.573Z"
"3064","C","5M4jQG7vSIAIwUSHAAAP","it's good",415.679,1535391659879,1,"oiMV2ODE5vL7dlOh","2018-08-27T18:08:11.266Z","2018-08-27T18:08:11.266Z"
"3065","C","22BNRS48OngdoZYJAAAF","that's good!",339.714,1535391659879,1,"ozGBvdHXy0IdAzKp","2018-08-27T18:06:55.303Z","2018-08-27T18:06:55.303Z"
"3066","C","22BNRS48OngdoZYJAAAF","redefining the script",458.336,1535391659879,0,"pO23ENW251eYhJjg","2018-08-27T17:57:48.557Z","2018-08-27T17:57:48.557Z"
"3067","A","22BNRS48OngdoZYJAAAF","LIV on Swiss time",276.92,1535391659879,2,"pT1vB86l9b9hRy1O","2018-08-27T18:16:50.250Z","2018-08-27T18:16:50.250Z"
"3068","C","FJr8pLljZ5b5xhSdAAAQ","Organize with simplicity",157.009,1535391659879,1,"pyRe2NtHyH7FQRIt","2018-08-27T18:03:52.597Z","2018-08-27T18:03:52.597Z"
"3069","C","22BNRS48OngdoZYJAAAF","what about you",553.416,1535391659879,0,"qAjVvuJwM1HOEOsl","2018-08-27T17:59:23.637Z","2018-08-27T17:59:23.637Z"
"3070","C","22BNRS48OngdoZYJAAAF","Minimal Elegance?",121.356,1535391659879,0,"qEVUktHOPETG26dV","2018-08-27T17:52:11.578Z","2018-08-27T17:52:11.578Z"
"3071","C","22BNRS48OngdoZYJAAAF","I like the classic pen one",535.121,1535391659879,0,"qn66f3waP9KVjyqR","2018-08-27T17:59:05.343Z","2018-08-27T17:59:05.343Z"
"3072","B","L94fYKPARulynnAYAAAH","Yes very",305.362,1535391659879,0,"sXeD83hoopfUVWjr","2018-08-27T17:55:15.584Z","2018-08-27T17:55:15.584Z"
"3073","C","rQiw6ri7_77qf85iAAAO","ok",551.242,1535391659879,0,"tfyUsZ1er5wtaYMF","2018-08-27T17:59:21.463Z","2018-08-27T17:59:21.463Z"
"3074","C","22BNRS48OngdoZYJAAAF","or Ready to go",139.275,1535391659879,1,"umQvYVX6DpC3xGsB","2018-08-27T18:03:34.862Z","2018-08-27T18:03:34.862Z"
"3075","C","UnBFJ1ydHTbeWKbDAAAX","Nope.  I think that's good.",236.509,1535391659879,2,"uwCrIjWewHunmnAh","2018-08-27T18:16:09.838Z","2018-08-27T18:16:09.838Z"
"3076","C","22BNRS48OngdoZYJAAAF","oh that sounds nice too",220.688,1535391659879,0,"v2ACOxZURdBwiBn4","2018-08-27T17:53:50.909Z","2018-08-27T17:53:50.909Z"
"3077","C","FJr8pLljZ5b5xhSdAAAQ","or LIV: Time to go bold",185.775,1535391659879,2,"vJ9CYb8tMS6YEoXY","2018-08-27T18:15:19.104Z","2018-08-27T18:15:19.104Z"
"3078","B","FJr8pLljZ5b5xhSdAAAQ","I like that",506.164,1535391659879,0,"vNMdS9xZNXZo395t","2018-08-27T17:58:36.385Z","2018-08-27T17:58:36.385Z"
"3079","C","FJr8pLljZ5b5xhSdAAAQ","awesome",248.932,1535391659879,2,"vukbAssWWIgMlymh","2018-08-27T18:16:22.261Z","2018-08-27T18:16:22.261Z"
"3080","B","r_vJrYre08Qai4WbAAAK","I think we should focus on the fact that it's water proof?",122.468,1535391659879,1,"wSGEzeU3zfJYU3gF","2018-08-27T18:03:18.056Z","2018-08-27T18:03:18.056Z"
"3081","B","L94fYKPARulynnAYAAAH","wow this is a short amount of time to brainstorm",541.806,1535391659879,0,"wVZSK7joa5LzUxaG","2018-08-27T17:59:12.028Z","2018-08-27T17:59:12.028Z"
"3082","C","22BNRS48OngdoZYJAAAF","this is hard",478.167,1535391659879,0,"wko69EalR1lXEopb","2018-08-27T17:58:08.389Z","2018-08-27T17:58:08.389Z"
"3083","C","UnBFJ1ydHTbeWKbDAAAX","!LIV: Time to go bold",515.495,1535391659879,2,"xe6v69SBpUmfeUmd","2018-08-27T18:20:48.824Z","2018-08-27T18:20:48.824Z"
"3084","C","FJr8pLljZ5b5xhSdAAAQ","hi!",37.181,1535391659879,1,"y6CRwL4Tc8qpsEE4","2018-08-27T18:01:52.768Z","2018-08-27T18:01:52.768Z"
"3085","A","5M4jQG7vSIAIwUSHAAAP","! A luxury pen.No luxury price.",545.944,1535391659879,0,"yhKCwewfIgDmWVYX","2018-08-27T17:59:16.166Z","2018-08-27T17:59:16.166Z"
"3086","B","L94fYKPARulynnAYAAAH","The pen just got better",405.949,1535391659879,0,"zB4NYQpPdjBZfbfg","2018-08-27T17:56:56.170Z","2018-08-27T17:56:56.170Z"
"3087","B","FJr8pLljZ5b5xhSdAAAQ","it keeps auto filling",541,1535391659879,0,"zLnLkHtegEKQxX6E","2018-08-27T17:59:11.222Z","2018-08-27T17:59:11.222Z"
"3088","B","UnBFJ1ydHTbeWKbDAAAX","ok",141.356,1535391659879,1,"zOqHbrDYU3FND8zF","2018-08-27T18:03:36.944Z","2018-08-27T18:03:36.944Z"
